ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
274	ENSG00000140553	UNC45A	chr15	+	90936136	90936460	90936284	90936460	90935945	90935982	274	10,17,2,23,12,13,0,9,3,2,8	1,7,4,19,5,11,2,7,9,3,8	28,25,7,29,67,12,18,14,16	0,7,0,0,10,1,2,3,4	248	100	2.46874676257e-09	6.93932513914e-07	0.801,0.495,0.168,0.328,0.492,0.323,0.0,0.341,0.118,0.212,0.287	1.0,0.59,1.0,1.0,0.73,0.829,0.784,0.653,0.617	-0.476
276	ENSG00000110076	NRXN2	chr11	-	64652034	64652163	64652034	64652154	64653695	64653722	276	10,13,14,31,18,3,2,26,31,7,3	8,20,9,49,47,5,4,17,44,6,4	14,8,3,4,2,7,14,3,0	84,17,12,8,18,26,19,26,7	109	100	4.05001769643e-06	0.000295857224943	0.534,0.374,0.588,0.367,0.26,0.355,0.314,0.584,0.393,0.517,0.408	0.133,0.302,0.187,0.314,0.093,0.198,0.403,0.096,0.0	0.235
303	ENSG00000109065	NAT9	chr17	-	74771959	74772039	74771959	74771977	74772217	74772277	303	20,17,14,62,32,14,26,29,38,24,36	6,1,0,1,2,1,0,0,5,1,4	32,16,18,28,28,31,16,36,10	0,0,1,0,0,0,3,0,0	162	100	9.51562762923e-05	0.00405084823237	0.673,0.913,1.0,0.975,0.908,0.896,1.0,1.0,0.824,0.937,0.847	1.0,1.0,0.917,1.0,1.0,1.0,0.767,1.0,1.0	-0.058
323	ENSG00000162601	MYSM1	chr1	-	58689037	58690249	58689037	58689116	58690339	58690417	323	281,135,113,232,295,121,220,325,243,314,369	0,0,2,0,0,0,0,2,0,3,1	202,177,309,152,201,253,253,127,66	0,1,0,14,4,0,0,0,0	1233	100	0.00122464240352	0.0311705241683	1.0,1.0,0.821,1.0,1.0,1.0,1.0,0.929,1.0,0.895,0.968	1.0,0.935,1.0,0.468,0.803,1.0,1.0,1.0,1.0	0.053
328	ENSG00000197937	ZNF347	chr19	-	53148680	53148812	53148680	53148809	53149240	53149367	328	3,4,8,4,4,5,1,5,7,9,14	9,13,9,36,20,13,2,17,19,15,15	4,1,4,3,4,0,5,2,0	27,16,21,4,13,15,48,25,7	103	100	8.39714687119e-05	0.003680512171	0.244,0.23,0.463,0.097,0.163,0.272,0.327,0.222,0.263,0.368,0.475	0.126,0.057,0.156,0.421,0.23,0.0,0.092,0.072,0.0	0.156
353	ENSG00000164941	INTS8	chr8	+	94838462	94838618	94838493	94838618	94836523	94836631	353	0,0,0,6,9,1,1,4,7,5,8	1,1,1,1,1,0,0,2,5,1,4	3,13,7,5,4,4,4,3,3	0,0,1,2,0,0,0,0,0	131	100	0.00146041421317	0.0361746279239	0.0,0.0,0.0,0.821,0.873,1.0,1.0,0.604,0.517,0.792,0.604	1.0,1.0,0.842,0.656,1.0,1.0,1.0,1.0,1.0	-0.38
543	ENSG00000225470	JPX	chrX	+	73998767	74000496	73999354	74000496	73994839	73994961	543	83,94,55,82,40,127,50,78,46,24,25	0,5,2,0,0,4,2,4,0,0,6	43,106,97,50,49,49,94,23,20	0,0,0,0,0,0,0,0,0	687	100	5.74745140369e-09	1.37619530833e-06	1.0,0.732,0.8,1.0,1.0,0.822,0.784,0.739,1.0,1.0,0.378	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.159
545	ENSG00000225470	JPX	chrX	+	73998953	73999669	73999354	73999669	73994839	73994961	545	64,78,41,62,32,84,38,56,35,15,20	0,5,2,0,0,4,2,4,0,0,6	36,79,70,29,34,36,72,15,11	0,0,0,0,0,0,0,0,0	501	100	9.45345579595e-09	1.90989349128e-06	1.0,0.757,0.804,1.0,1.0,0.807,0.791,0.736,1.0,1.0,0.4	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.155
564	ENSG00000143156	NME7	chr1	-	169324392	169324500	169324392	169324469	169367707	169367946	564	205,56,69,154,161,36,299,226,176,361,368	28,15,0,20,0,0,52,39,29,28,4	175,159,362,141,139,171,283,103,134	2,11,43,3,5,15,2,6,0	131	100	6.72901742758e-05	0.00308532607584	0.848,0.74,1.0,0.855,1.0,1.0,0.814,0.816,0.822,0.908,0.986	0.985,0.917,0.865,0.973,0.955,0.897,0.991,0.929,1.0	-0.056
616	ENSG00000102030	NAA10	chrX	-	153930762	153931981	153930762	153930847	153932070	153932115	616	141,116,87,193,231,74,69,188,169,78,105	51,23,22,98,66,35,34,131,114,83,69	241,252,144,307,411,253,311,265,42	40,71,48,24,35,63,33,25,36	1234	100	3.97738846303e-08	6.05030974435e-06	0.183,0.29,0.243,0.138,0.221,0.146,0.141,0.104,0.107,0.071,0.11	0.328,0.223,0.196,0.509,0.488,0.246,0.433,0.462,0.086	-0.171
639	ENSG00000114062	UBE3A	chr15	-	25407066	25407228	25407066	25407212	25409087	25409207	639	14,1,4,12,17,7,14,17,24,10,5	19,2,4,5,0,2,1,34,2,0,2	9,9,16,5,16,15,6,12,4	0,2,0,0,0,0,0,2,0	116	100	1.56793467099e-11	9.2907401469e-09	0.388,0.301,0.463,0.674,1.0,0.751,0.923,0.301,0.912,1.0,0.683	1.0,0.795,1.0,1.0,1.0,1.0,1.0,0.838,1.0	-0.287
640	ENSG00000114062	UBE3A	chr15	-	25407066	25407262	25407066	25407212	25409087	25409207	640	63,3,20,47,75,33,33,70,70,60,29	19,2,4,5,0,2,1,34,2,0,2	76,34,62,51,86,55,61,41,10	0,2,0,0,0,0,0,2,0	150	100	1.68898228736e-12	1.36490881097e-09	0.689,0.5,0.769,0.862,1.0,0.917,0.957,0.579,0.959,1.0,0.906	1.0,0.919,1.0,1.0,1.0,1.0,1.0,0.932,1.0	-0.153
723	ENSG00000159348	CYB5R1	chr1	-	202965886	202966600	202965886	202966109	202966748	202966898	723	53,74,16,111,76,30,20,83,126,36,22	0,2,0,4,4,4,0,6,0,6,1	84,103,64,56,74,82,61,49,46	6,0,0,0,0,0,0,0,0	591	100	1.51124001091e-08	2.87357843251e-06	1.0,0.862,1.0,0.824,0.763,0.559,1.0,0.701,1.0,0.504,0.788	0.703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.149
736	ENSG00000141027	NCOR1	chr17	-	16101249	16101805	16101249	16101757	16108785	16108912	736	116,94,47,158,153,105,72,169,157,143,189	17,10,11,21,38,12,23,25,18,10,21	159,123,111,113,171,77,162,102,69	11,12,4,12,8,12,13,4,0	148	100	8.99269988253e-07	8.36515176123e-05	0.822,0.864,0.743,0.836,0.731,0.855,0.679,0.82,0.855,0.906,0.859	0.907,0.874,0.949,0.864,0.935,0.813,0.894,0.945,1.0	-0.094
849	ENSG00000107796	ACTA2	chr10	-	88941784	88941911	88941784	88941869	88943796	88943907	849	1,0,0,6,3,0,1,0,4,9,0	16,9,8,202,5,22,54,15,18,46,20	6,5,2,4,21,5,4,2,0	42,14,95,3,0,42,30,54,53	142	100	0.00129701358745	0.0326938661916	0.042,0.0,0.0,0.02,0.297,0.0,0.013,0.0,0.135,0.121,0.0	0.091,0.201,0.015,0.484,1.0,0.077,0.086,0.025,0.0	-0.163
931	ENSG00000164112	SMIM43	chr4	-	121761537	121761892	121761537	121761695	121762726	121762798	931	60,15,5,103,135,6,91,363,215,251,229	0,2,0,2,6,0,0,11,8,6,2	94,12,88,17,30,30,101,36,2	1,0,2,0,0,0,0,0,0	297	100	3.75432030131e-07	4.04528012466e-05	1.0,0.716,1.0,0.945,0.883,1.0,1.0,0.917,0.9,0.934,0.975	0.969,1.0,0.937,1.0,1.0,1.0,1.0,1.0,1.0	-0.056
970	ENSG00000197912	SPG7	chr16	+	89545871	89546760	89546657	89546760	89544647	89544772	970	23,29,19,27,18,16,5,15,25,2,7	22,29,26,94,116,33,8,64,52,44,22	36,30,7,28,57,21,32,32,9	59,49,39,5,27,49,29,33,19	886	100	4.11361136032e-06	0.000297145222843	0.106,0.101,0.076,0.031,0.017,0.052,0.066,0.026,0.051,0.005,0.035	0.064,0.065,0.02,0.387,0.192,0.046,0.111,0.099,0.051	-0.064
989	ENSG00000115307	AUP1	chr2	-	74526940	74527121	74526940	74527059	74527247	74527363	989	37,20,7,44,33,11,16,54,37,34,14	175,108,72,226,153,97,58,239,194,111,90	56,32,36,70,51,31,41,42,11	204,211,143,133,81,170,127,81,93	162	100	0.000765038962691	0.0217405577749	0.115,0.103,0.057,0.107,0.117,0.065,0.146,0.122,0.105,0.159,0.088	0.145,0.086,0.134,0.245,0.28,0.101,0.166,0.242,0.068	-0.055
