1	ENSG00000242612	DECR2	chr16	+	406345	406833	406345	406397	406735	406833	1	24,17,58,25,53,31,23	5,0,0,2,0,3,2	44,27,40,65,25,30,31	0,0,0,1,2,0,1	437	99	0.000365767615452	0.00480504090632	0.521,1.0,1.0,0.739,1.0,0.701,0.723	1.0,1.0,1.0,0.936,0.739,1.0,0.875	-0.124
39	ENSG00000075702	WDR62	chr19	+	36102947	36104675	36102947	36103981	36104517	36104675	39	7,23,10,23,20,72,23	5,11,21,13,11,16,8	29,9,14,20,0,7,8	12,12,17,35,16,5,22	635	99	5.06140269521e-05	0.000934561253289	0.179,0.246,0.069,0.216,0.221,0.412,0.31	0.274,0.105,0.114,0.082,0.0,0.179,0.054	0.121
56	ENSG00000099797	TECR	chr19	+	14563657	14563903	14563657	14563702	14563770	14563903	56	14,17,42,14,28,42,43	5,6,7,8,3,10,14	23,16,11,34,21,20,23	22,11,6,11,6,13,13	167	99	0.00534176615395	0.0414200703087	0.624,0.627,0.781,0.509,0.847,0.713,0.645	0.383,0.463,0.521,0.647,0.675,0.477,0.512	0.153
101	ENSG00000293186	NA	chr19	+	53511962	53513047	53511962	53512148	53512858	53513047	101	30,12,113,26,43,27,53	0,7,2,0,0,3,0	38,20,48,47,60,37,22	0,1,0,1,1,0,0	809	99	0.00105473291087	0.0114781659167	1.0,0.173,0.874,1.0,1.0,0.524,1.0	1.0,0.71,1.0,0.852,0.88,1.0,1.0	-0.124
114	ENSG00000293434	AHSA2P	chr2	+	61185501	61186497	61185501	61185618	61186445	61186497	114	429,241,1127,188,554,326,738	334,294,754,375,450,249,198	600,711,395,806,689,1123,346	370,111,343,522,370,333,360	926	99	0.00404886703041	0.0333616622908	0.121,0.081,0.138,0.051,0.116,0.123,0.285	0.148,0.406,0.11,0.142,0.166,0.265,0.093	-0.059
180	ENSG00000207751	NA	chr22	+	21657780	21658686	21657780	21658462	21658642	21658686	180	7,12,8,5,7,7,1	5,4,2,0,1,1,1	8,16,12,11,6,2,8	0,0,0,1,0,0,0	279	99	2.59383658996e-09	2.00251703112e-07	0.332,0.516,0.587,1.0,0.713,0.713,0.262	1.0,1.0,1.0,0.796,1.0,1.0,1.0	-0.382
185	ENSG00000207751	NA	chr22	+	21660836	21662363	21660836	21661021	21662252	21662363	185	44,25,62,61,54,52,65	2,0,0,2,1,1,2	112,51,68,47,18,52,60	4,3,4,2,4,3,2	1330	99	0.0015968607888	0.0161107526931	0.621,1.0,1.0,0.694,0.801,0.795,0.708	0.676,0.559,0.559,0.636,0.251,0.563,0.691	0.241
188	ENSG00000140553	UNC45A	chr15	+	90948141	90948794	90948141	90948283	90948653	90948794	188	106,109,144,89,153,225,256	177,134,198,141,233,158,245	137,99,109,147,107,123,96	294,216,227,260,180,203,270	469	99	4.1995069644e-09	2.94352284202e-07	0.112,0.147,0.133,0.118,0.122,0.231,0.181	0.09,0.088,0.092,0.107,0.111,0.113,0.07	0.053
235	ENSG00000161265	U2AF1L4	chr19	-	35744322	35745187	35744322	35744738	35745124	35745187	235	262,169,365,140,348,105,267	84,68,70,77,97,61,48	290,269,281,391,347,320,259	54,46,89,79,93,45,57	485	99	0.00660915483467	0.0491500139133	0.389,0.337,0.516,0.271,0.423,0.26,0.532	0.523,0.544,0.392,0.503,0.432,0.592,0.481	-0.106
260	ENSG00000182196	ARL6IP4	chr12	+	122981128	122981879	122981128	122981266	122981570	122981879	260	659,672,820,708,922,974,951	34,32,20,34,28,21,59	1201,749,819,818,784,810,793	77,61,48,56,74,57,55	403	99	1.09107750612e-08	6.55187048467e-07	0.826,0.838,0.91,0.836,0.89,0.919,0.798	0.793,0.751,0.807,0.782,0.722,0.777,0.78	0.086
293	ENSG00000198919	DZIP3	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	293	271,186,209,155,215,243,188	239,216,115,95,245,158,197	154,225,205,156,191,193,154	246,355,342,245,247,289,278	904	99	4.4408920985e-16	2.05709845293e-13	0.11,0.086,0.166,0.152,0.088,0.144,0.095	0.064,0.065,0.062,0.065,0.078,0.068,0.057	0.055
302	ENSG00000177239	MAN1B1	chr9	+	137088074	137088398	137088074	137088183	137088267	137088398	302	8,3,7,4,7,2,6	0,1,0,0,5,0,0	3,4,1,5,2,8,4	0,3,2,6,0,3,0	183	99	0.000206139513314	0.00296384665971	1.0,0.619,1.0,1.0,0.431,1.0,1.0	1.0,0.419,0.213,0.311,1.0,0.591,1.0	0.217
320	ENSG00000176840	MIR7-3HG	chr19	+	4769128	4769351	4769128	4769169	4769283	4769351	320	163,254,229,291,234,128,373	61,93,101,123,92,67,120	595,246,235,223,221,207,385	297,179,148,146,115,114,245	213	99	7.75682360787e-07	2.70954749896e-05	0.554,0.559,0.513,0.524,0.542,0.47,0.591	0.482,0.39,0.425,0.415,0.472,0.458,0.422	0.098
358	ENSG00000058673	ZC3H11A	chr1	+	203801574	203803016	203801574	203801628	203802956	203803016	358	1178,1073,1149,616,1169,743,1136	28,38,9,5,40,14,21	401,1173,979,1122,1054,1155,900	22,46,31,32,32,33,31	1427	99	0.00149962149526	0.0153203718804	0.745,0.662,0.899,0.895,0.67,0.786,0.79	0.558,0.639,0.687,0.709,0.696,0.708,0.668	0.112
400	ENSG00000133835	HSD17B4	chr5	+	119475705	119477501	119475705	119475727	119477416	119477501	400	65,56,92,44,58,58,27	2,1,1,0,4,5,2	25,72,51,87,65,28,36	0,0,2,0,0,0,0	1788	99	8.91409168702e-11	9.99691924563e-09	0.643,0.756,0.836,1.0,0.445,0.391,0.428	1.0,1.0,0.585,1.0,1.0,1.0,1.0	-0.298
