339	ENSG00000133460	SLC2A11	chr22	+	23877384	23877869	23877041	23877171	23882458	23882646	339	189,90,96,51,211,78,95	47,61,62,55,79,103,83	188,135,152,133,136,164,170	29,60,66,69,44,54,61	584	99	0.000434196458195	0.0322747273136	0.405,0.2,0.208,0.136,0.312,0.114,0.162	0.524,0.276,0.281,0.246,0.344,0.34,0.321	-0.114
341	ENSG00000133460	SLC2A11	chr22	+	23877720	23877869	23877041	23877171	23882458	23882646	341	153,67,89,55,134,79,62	47,61,62,55,79,103,83	257,128,153,127,119,130,162	29,60,66,69,44,54,61	248	99	8.44772301892e-05	0.00980512975541	0.565,0.305,0.364,0.285,0.404,0.234,0.23	0.78,0.46,0.481,0.424,0.519,0.49,0.515	-0.183
543	ENSG00000225683	PACRG-AS3	chr6	-	163187672	163187850	163184824	163184918	163190907	163190982	543	10,15,51,17,12,19,58	0,1,6,1,0,0,0	18,24,22,43,39,33,5	0,6,7,7,3,1,1	277	99	0.000137988610536	0.013962991579	1.0,0.843,0.752,0.859,1.0,1.0,1.0	1.0,0.588,0.529,0.687,0.823,0.922,0.641	0.181
544	ENSG00000225683	PACRG-AS3	chr6	-	163187672	163187933	163184824	163184918	163190907	163190982	544	20,28,75,19,24,33,70	0,1,6,1,0,0,0	28,48,30,56,61,62,11	0,6,7,7,3,1,1	360	99	0.000151236933685	0.0149640683631	1.0,0.885,0.775,0.839,1.0,1.0,1.0	1.0,0.688,0.541,0.688,0.848,0.945,0.752	0.148
545	ENSG00000225683	PACRG-AS3	chr6	-	163187672	163187962	163184824	163184918	163190907	163190982	545	22,37,98,24,27,40,88	0,1,6,1,0,0,0	33,54,31,66,82,70,11	0,6,7,7,3,1,1	389	99	8.59577156525e-05	0.00996012877294	1.0,0.904,0.806,0.859,1.0,1.0,1.0	1.0,0.696,0.53,0.706,0.874,0.947,0.737	0.154
782	ENSG00000141179	PCTP	chr17	+	55787565	55787654	55774791	55774859	55822760	55822927	782	0,0,0,0,0,0,0	40,22,19,45,32,22,22	93,0,0,40,0,0,0	2,45,35,13,35,26,35	188	99	0.000211721110989	0.0189610497174	0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.961,0.0,0.0,0.618,0.0,0.0,0.0	-0.226
784	ENSG00000141179	PCTP	chr17	+	55822760	55822927	55787565	55787654	55842726	55842830	784	32,22,10,35,29,12,29	0,0,0,0,0,0,0	99,47,30,52,30,38,31	11,0,0,4,0,0,0	266	99	0.000278346629189	0.0232038334614	1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.77,1.0,1.0,0.829,1.0,1.0,1.0	0.057
824	ENSG00000021645	NRXN3	chr14	+	78810317	78810344	78803619	78803823	78957241	78957361	824	219,173,34,21,212,59,84	18,12,14,4,28,16,14	86,259,198,165,220,315,277	3,11,12,23,21,24,24	126	99	0.000787034868263	0.0492647927697	0.905,0.919,0.656,0.805,0.856,0.743,0.825	0.957,0.949,0.928,0.849,0.892,0.912,0.901	-0.097
867	ENSG00000240137	ERICH6-AS1	chr3	+	150706926	150707171	150703364	150703667	150707931	150707969	867	73,62,97,86,86,76,78	0,0,2,1,1,0,5	177,75,81,155,93,99,98	3,14,0,2,1,5,5	344	99	0.000477388533343	0.0345635885482	1.0,1.0,0.933,0.961,0.961,1.0,0.818	0.944,0.607,1.0,0.957,0.964,0.851,0.849	0.072
872	ENSG00000240137	ERICH6-AS1	chr3	+	150707094	150707171	150703448	150703667	150707931	150708009	872	25,13,16,19,24,16,25	0,0,2,1,1,0,5	37,11,10,28,15,15,17	3,14,0,2,1,5,5	176	99	0.00061519756439	0.0413836349527	1.0,1.0,0.818,0.914,0.931,1.0,0.738	0.874,0.307,1.0,0.887,0.894,0.628,0.657	0.165
993	ENSG00000225872	TEX14BP	chr19	-	35792145	35792206	35791759	35791852	35792287	35792442	993	3,10,1,1,9,2,11	10,6,13,5,15,15,11	1,1,0,3,0,4,0	16,9,23,8,16,12,7	160	99	3.2518419617e-06	0.000812491387173	0.157,0.508,0.045,0.11,0.271,0.076,0.382	0.037,0.064,0.0,0.188,0.0,0.171,0.0	0.156
1162	ENSG00000101574	METTL4	chr18	-	2544652	2544759	2537524	2539145	2552694	2552764	1162	14,4,15,9,2,15,22	0,1,1,0,0,0,1	4,19,6,18,4,3,8	1,0,2,0,3,1,6	206	99	6.29638941874e-06	0.0013833214078	1.0,0.658,0.878,1.0,1.0,1.0,0.914	0.658,1.0,0.59,1.0,0.391,0.59,0.391	0.261
1703	ENSG00000166323	C11orf65	chr11	-	108405428	108405559	108393207	108393378	108461478	108461568	1703	7,4,14,14,6,1,1	2,0,2,2,0,0,0	10,3,1,3,8,9,6	0,1,2,3,6,1,1	230	99	3.82115992676e-05	0.00545346773963	0.601,1.0,0.751,0.751,1.0,1.0,1.0	1.0,0.564,0.177,0.301,0.365,0.795,0.721	0.311
