36	ENSG00000128908	INO80	chr15	-	41016087	41016215	41020899	41021125	41005592	41005687	41027595	41027736	36	4,6,17,10	0,5,2,5	1,1,9,3	7,6,11,2	325	227	0.000629956121405	0.0232231192725	1.0,0.456,0.856,0.583	0.091,0.104,0.364,0.512	0.456
231	ENSG00000217555	CKLF	chr16	+	66558189	66558348	66563121	66563217	66552568	66552793	66565885	66566072	231	3,0,7,4	3,8,40,10	7,1,48,7	2,1,59,2	258	195	0.000387613507481	0.0164902483759	0.43,0.0,0.117,0.232	0.726,0.43,0.381,0.726	-0.371
321	ENSG00000273217	NA	chr5	-	131442348	131442537	131446482	131446703	131439580	131439715	131453053	131453177	321	60,185,82,156	154,271,179,190	98,234,192,117	90,161,115,135	320	288	4.23848763353e-06	0.000602356662817	0.26,0.381,0.292,0.425	0.495,0.567,0.6,0.438	-0.185
370	ENSG00000107077	KDM4C	chr9	+	6805598	6805774	6814630	6814745	6792971	6793132	6849506	6849700	370	13,24,10,13	18,54,11,27	11,15,45,24	7,17,23,20	275	214	0.000940579481815	0.0300433954354	0.36,0.257,0.414,0.273	0.55,0.407,0.604,0.483	-0.185
376	ENSG00000143363	PRUNE1	chr1	+	151018466	151018669	151025514	151025673	151017811	151017904	151027232	151027327	376	6,12,38,6	25,14,104,18	4,0,1,4	21,21,15,23	302	258	0.000144855975357	0.00816354996753	0.17,0.423,0.238,0.222	0.14,0.0,0.054,0.129	0.182
378	ENSG00000143363	PRUNE1	chr1	+	151018556	151018669	151025514	151025673	151017811	151017904	151027232	151027327	378	2,10,19,0	25,14,104,18	2,0,0,2	21,21,15,23	212	258	0.000385152850933	0.0164902483759	0.089,0.465,0.182,0.0	0.104,0.0,0.0,0.096	0.134
477	ENSG00000114062	UBE3A	chr15	-	25407066	25407212	25408619	25408684	25405460	25405502	25409087	25409207	477	0,1,0,1	13,44,14,37	4,11,0,3	15,33,26,41	164	245	3.86648894091e-06	0.000565892396337	0.0,0.033,0.0,0.039	0.285,0.332,0.0,0.099	-0.161
478	ENSG00000114062	UBE3A	chr15	-	25407066	25407262	25408619	25408684	25405460	25405502	25409087	25409207	478	0,1,0,1	28,58,24,61	4,11,0,3	35,42,30,60	164	295	2.73410111618e-06	0.000446843259088	0.0,0.03,0.0,0.029	0.171,0.32,0.0,0.083	-0.129
527	ENSG00000196876	SCN8A	chr12	+	51774188	51774362	51780201	51780271	51770528	51770683	51786541	51786826	527	26,37,49,35	0,0,0,0	26,48,27,49	10,2,1,6	273	169	5.05306340104e-08	2.25228816866e-05	1.0,1.0,1.0,1.0	0.617,0.937,0.944,0.835	0.167
529	ENSG00000196876	SCN8A	chr12	+	51780201	51780271	51780648	51780771	51770528	51770683	51786541	51786826	529	0,0,0,0	36,37,51,49	10,2,1,6	29,38,15,40	169	222	5.94252957953e-09	4.85603708807e-06	0.0,0.0,0.0,0.0	0.312,0.065,0.081,0.165	-0.156
