23	ENSG00000133460	SLC2A11	chr22	+	23875116	23875241	23875120	23875241	23868480	23868641	23	4,6,5,8	7,2,7,1	2,10,11,5	1,0,0,0	103	99	2.00405167017e-07	6.65833945371e-05	0.355,0.742,0.407,0.885	0.658,1.0,1.0,1.0	-0.317
127	ENSG00000063046	EIF4B	chr12	+	53021715	53021860	53021805	53021860	53019909	53020026	127	3,2,1,6	6,19,26,18	3,1,16,8	6,8,15,11	189	99	0.00170716130953	0.0404632309016	0.208,0.052,0.02,0.149	0.208,0.061,0.358,0.276	-0.118
138	ENSG00000293186	NA	chr19	+	53512858	53513047	53512975	53513047	53512600	53512695	138	5,5,6,20	3,3,0,3	1,1,49,10	0,0,0,0	216	99	1.50397272702e-06	0.000231311005416	0.433,0.433,1.0,0.753	1.0,1.0,1.0,1.0	-0.345
179	ENSG00000118058	KMT2A	chr11	+	118495702	118495893	118495757	118495893	118494693	118494767	179	10,11,21,22	0,0,1,9	14,17,40,34	0,0,0,0	154	99	0.000249344116826	0.00969500355367	1.0,1.0,0.931,0.611	1.0,1.0,1.0,1.0	-0.115
256	ENSG00000110076	NRXN2	chr11	-	64652034	64652163	64652034	64652154	64653695	64653722	256	3,0,7,0	7,1,1,9	1,0,2,5	0,1,1,0	108	99	2.98798068379e-05	0.00204750636758	0.282,0.0,0.865,0.0	1.0,0.0,0.647,1.0	-0.375
359	ENSG00000242802	AP5Z1	chr7	+	4787595	4787776	4787633	4787776	4786249	4786428	359	0,1,0,1	1,7,4,6	0,8,12,0	2,15,26,5	137	99	8.10014311592e-05	0.0044142590949	0.0,0.094,0.0,0.107	0.0,0.278,0.25,0.0	-0.082
398	ENSG00000134897	BIVM	chr13	+	102807145	102807745	102807283	102807745	102805306	102805390	398	71,126,154,206	5,0,0,1	81,45,158,109	0,6,12,2	237	99	0.000142564656065	0.00676162232504	0.856,1.0,1.0,0.989	1.0,0.758,0.846,0.958	0.071
519	ENSG00000058673	ZC3H11A	chr1	+	203802651	203803016	203802956	203803016	203801574	203801628	519	64,32,49,93	0,0,15,2	79,53,62,87	0,0,3,0	404	99	0.00119168335353	0.030660373568	1.0,1.0,0.445,0.919	1.0,1.0,0.835,1.0	-0.118
650	ENSG00000130714	POMT1	chr9	+	131518697	131518957	131518836	131518957	131518444	131518537	650	0,0,0,3	4,9,66,15	7,0,0,6	9,8,5,14	238	99	5.71215935985e-05	0.0034080909422	0.0,0.0,0.0,0.077	0.244,0.0,0.0,0.151	-0.08
682	ENSG00000141027	NCOR1	chr17	-	16171802	16172020	16171802	16171995	16186553	16186687	682	0,2,1,1	64,74,56,89	1,1,13,7	34,75,18,73	124	99	1.3990351574e-05	0.00121034029055	0.0,0.021,0.014,0.009	0.023,0.011,0.366,0.071	-0.107
698	ENSG00000286286	NA	chr13	-	31049714	31050657	31049714	31050129	31052210	31052347	698	1,3,5,7	0,1,0,0	10,20,7,11	3,4,32,0	627	99	2.60398105978e-06	0.000333743572495	1.0,0.321,1.0,1.0	0.345,0.441,0.033,1.0	0.375
