ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
62	ENSG00000293269	NA	chr12	+	64396502	64397065	64396513	64397065	64391576	64391678	62	0,1,1,2,4,0,2,0,1,1,0,2	2,0,0,0,0,4,0,3,0,0,3,0	4,0,24,0,1,3,0,1,0,0,1,1	4,2,0,5,1,0,2,1,2,2,1,4	111	100	2.60822303977e-06	0.00109270291061	0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0	0.474,0.0,1.0,0.0,0.474,1.0,0.0,0.474,0.0,0.0,0.474,0.184	0.327
1287	ENSG00000166938	DIS3L	chr15	+	66306761	66306952	66306896	66306952	66294987	66295141	1287	14,19,9,7,17,20,21,8,14,20,13,11	3,3,3,0,1,1,2,0,3,1,2,1	17,16,15,8,16,15,13,23,7,20,18,12	0,0,0,0,0,0,2,0,0,0,0,1	235	100	1.11799458224e-06	0.000493804232043	0.665,0.729,0.561,1.0,0.879,0.895,0.817,1.0,0.665,0.895,0.734,0.824	1.0,1.0,1.0,1.0,1.0,1.0,0.734,1.0,1.0,1.0,1.0,0.836	-0.159
1400	ENSG00000160014	CALM3	chr19	+	46608481	46608981	46608923	46608981	46608196	46608327	1400	581,579,969,754,1214,1803,1532,769,1136,1407,641,1140	85,57,112,101,92,209,138,100,160,143,40,109	1229,1220,1318,899,437,1092,1436,1451,887,1342,310,902	107,81,107,98,27,81,70,127,90,83,9,50	542	100	1.02515046811e-05	0.00344987540863	0.558,0.652,0.615,0.579,0.709,0.614,0.672,0.587,0.567,0.645,0.747,0.659	0.679,0.735,0.694,0.629,0.749,0.713,0.791,0.678,0.645,0.749,0.864,0.769	-0.091
1466	ENSG00000033627	ATP6V0A1	chr17	+	42477638	42477742	42477659	42477742	42468009	42468107	1466	4,6,4,4,6,4,5,3,8,4,2,3	3,4,1,0,3,1,9,2,4,4,5,2	10,4,7,3,9,1,5,9,9,10,4,6	2,0,0,1,4,1,0,3,1,3,3,0	121	100	0.000176454858815	0.0320284204767	0.524,0.554,0.768,1.0,0.623,0.768,0.315,0.554,0.623,0.452,0.248,0.554	0.805,1.0,1.0,0.713,0.65,0.452,1.0,0.713,0.881,0.734,0.524,1.0	-0.207
3635	ENSG00000291178	NA	chr7	-	100332441	100332581	100332441	100332576	100335837	100335878	3635	22,44,26,29,46,71,36,31,36,35,25,41	7,13,8,8,19,27,11,7,10,19,8,13	50,33,57,32,47,37,51,52,30,38,36,37	15,7,0,4,10,10,8,11,6,11,8,5	105	100	0.000168184080999	0.0316948506779	0.75,0.763,0.756,0.775,0.697,0.715,0.757,0.808,0.774,0.637,0.749,0.75	0.76,0.818,1.0,0.884,0.817,0.779,0.859,0.818,0.826,0.767,0.811,0.876	-0.09
3755	ENSG00000083290	ULK2	chr17	-	19785936	19786086	19785936	19786005	19795621	19795725	3755	39,48,74,49,78,54,101,47,73,72,46,69	0,1,9,0,1,3,2,0,2,4,1,1	59,58,76,59,49,86,78,97,58,92,29,52	2,3,18,2,2,2,7,3,2,3,3,5	181	100	0.000189751619255	0.0335243673319	1.0,0.964,0.82,1.0,0.977,0.909,0.965,1.0,0.953,0.909,0.962,0.974	0.942,0.914,0.7,0.942,0.931,0.96,0.86,0.947,0.941,0.944,0.842,0.852	0.055
3846	ENSG00000123200	ZC3H13	chr13	-	46045390	46045516	46045390	46045513	46051931	46051989	3846	4,7,8,2,5,6,6,6,2,9,3,3	5,5,6,2,4,12,2,5,8,7,1,1	6,7,7,6,6,8,10,12,10,12,3,2	0,4,0,1,2,0,4,0,2,1,4,2	103	100	2.62854810817e-06	0.00109270291061	0.437,0.576,0.564,0.493,0.548,0.327,0.744,0.538,0.195,0.555,0.744,0.744	1.0,0.629,1.0,0.853,0.744,1.0,0.708,1.0,0.829,0.921,0.421,0.493	-0.261
4629	ENSG00000122218	COPA	chr1	-	160332447	160333679	160332447	160332557	160335241	160335322	4629	113,198,121,125,260,285,281,139,181,297,82,182	2,6,12,0,0,2,0,0,0,0,0,1	225,210,235,125,135,234,174,77,139,211,80,162	0,1,0,0,1,2,0,0,0,0,1,0	1222	100	0.000107747697712	0.022876552327	0.822,0.73,0.452,1.0,1.0,0.921,1.0,1.0,1.0,1.0,1.0,0.937	1.0,0.945,1.0,1.0,0.917,0.905,1.0,1.0,1.0,1.0,0.867,1.0	-0.064
4788	ENSG00000145246	ATP10D	chr4	+	47536685	47536938	47536730	47536938	47536436	47536564	4788	11,11,9,2,2,8,7,9,12,7,3,8	2,2,1,3,4,1,2,2,0,2,1,3	17,8,32,7,4,9,11,19,12,11,2,14	1,1,0,1,0,0,2,1,0,1,1,0	145	100	2.11835368136e-08	2.13862935231e-05	0.791,0.791,0.861,0.315,0.256,0.847,0.707,0.756,1.0,0.707,0.674,0.648	0.921,0.847,1.0,0.828,1.0,1.0,0.791,0.929,1.0,0.884,0.58,1.0	-0.202
4879	ENSG00000020922	MRE11	chr11	-	94445809	94445893	94445809	94445890	94447218	94447438	4879	15,38,15,12,36,27,19,9,25,23,9,20	1,6,2,0,4,3,2,0,6,4,2,3	30,28,18,19,25,27,19,54,7,28,17,27	0,0,0,0,2,1,5,0,0,7,1,0	103	100	0.000136751010033	0.0269981782673	0.936,0.86,0.879,1.0,0.897,0.897,0.902,1.0,0.802,0.848,0.814,0.866	1.0,1.0,1.0,1.0,0.924,0.963,0.787,1.0,1.0,0.795,0.943,1.0	-0.059
